Period ID,Product ID,Channel ID,Sales Type ID,KPI Flag ID,Category ID,Product Pack,KPI Value
202201,61,5,2,2,7,Standard,650.03
202201,61,1,1,1,7,Standard,188.69
202201,61,1,1,2,7,Standard,788.25
202201,61,1,2,1,7,Standard,161.65
202201,61,1,2,2,7,Standard,834.05
202201,16,5,1,1,2,Gift,1434.33
202201,16,5,1,2,2,Gift,159.22
202201,16,5,2,1,2,Gift,55.52
202201,16,5,2,2,2,Gift,54.8
202201,16,3,1,1,2,Gift,55.0
202201,16,3,1,2,2,Gift,449.73
202201,16,3,2,1,2,Gift,144.99
202201,16,3,2,2,2,Gift,2573.09
202201,16,4,1,1,2,Gift,677.71
202201,16,4,1,2,2,Gift,222.27
202201,16,4,2,1,2,Gift,880.06
202201,16,4,2,2,2,Gift,90.08
202201,84,3,1,1,3,Gift,124.62
202201,84,3,1,2,3,Gift,695.35
202201,84,3,2,1,3,Gift,215.27
202201,84,3,2,2,3,Gift,274.26
202201,84,1,1,1,3,Gift,312.47
202201,84,1,1,2,3,Gift,191.49
202201,84,1,2,1,3,Gift,304.65
202201,84,1,2,2,3,Gift,141.64
202201,84,5,1,1,3,Gift,153.78
202201,84,5,1,2,3,Gift,42.62
202201,84,5,2,1,3,Gift,233.37
202201,84,5,2,2,3,Gift,20.74
202201,84,4,1,1,3,Gift,229.43
202201,84,4,1,2,3,Gift,116.58
202201,84,4,2,1,3,Gift,255.91
202201,84,4,2,2,3,Gift,46.37
202201,64,5,1,1,7,Gift,46.54
202201,64,5,1,2,7,Gift,19.27
202201,64,5,2,1,7,Gift,410.3
202201,64,5,2,2,7,Gift,1115.21
202201,64,3,1,1,7,Gift,62.74
202201,64,3,1,2,7,Gift,149.07
202201,64,3,2,1,7,Gift,112.84
202201,64,3,2,2,7,Gift,74.04
202201,64,4,1,1,7,Gift,362.05
202201,64,4,1,2,7,Gift,548.66
202201,64,4,2,1,7,Gift,57.57
202201,64,4,2,2,7,Gift,172.26
202201,64,1,1,1,7,Gift,762.61
202201,64,1,1,2,7,Gift,373.21
202201,64,1,2,1,7,Gift,446.1
202201,64,1,2,2,7,Gift,842.94
202201,64,2,1,1,7,Gift,829.75
202201,64,2,1,2,7,Gift,560.98
202201,64,2,2,1,7,Gift,194.27
202201,64,2,2,2,7,Gift,103.17
202201,50,5,1,1,6,Travel,226.15
202201,50,5,1,2,6,Travel,35.28
202201,50,5,2,1,6,Travel,44.61
202201,50,5,2,2,6,Travel,577.72
202201,50,1,1,1,6,Travel,155.69
202201,50,1,1,2,6,Travel,369.85
202201,50,1,2,1,6,Travel,168.9
202201,50,1,2,2,6,Travel,169.19
202201,50,3,1,1,6,Travel,503.33
202201,50,3,1,2,6,Travel,87.89
202201,50,3,2,1,6,Travel,183.21
202201,50,3,2,2,6,Travel,93.75
202201,50,4,1,1,6,Travel,96.92
202201,50,4,1,2,6,Travel,112.65
202201,50,4,2,1,6,Travel,213.12
202201,50,4,2,2,6,Travel,91.91
202201,50,2,1,1,6,Travel,736.73
202201,50,2,1,2,6,Travel,55.8
202201,50,2,2,1,6,Travel,130.46
202201,50,2,2,2,6,Travel,96.32
202201,93,3,1,1,8,Promo,563.14
202201,93,3,1,2,8,Promo,27.46
202201,93,3,2,1,8,Promo,224.93
202201,93,3,2,2,8,Promo,474.79
202201,93,2,1,1,8,Promo,180.2
202201,93,2,1,2,8,Promo,586.33
202201,93,2,2,1,8,Promo,87.76
202201,93,2,2,2,8,Promo,885.83
202201,93,5,1,1,8,Promo,2575.99
202201,93,5,1,2,8,Promo,105.63
202201,93,5,2,1,8,Promo,95.65
202201,93,5,2,2,8,Promo,933.9
202201,93,4,1,1,8,Promo,1086.59
202201,93,4,1,2,8,Promo,87.17
202201,93,4,2,1,8,Promo,98.6
202201,93,4,2,2,8,Promo,116.42
202201,19,1,1,1,3,Travel,24.19
202201,19,1,1,2,3,Travel,350.47
202201,19,1,2,1,3,Travel,121.66
202201,19,1,2,2,3,Travel,56.57
202201,19,3,1,1,3,Travel,74.97
202201,19,3,1,2,3,Travel,427.32
202201,19,3,2,1,3,Travel,226.81
202201,19,3,2,2,3,Travel,173.41
202201,19,5,1,1,3,Travel,218.66
202201,19,5,1,2,3,Travel,497.22
202201,19,5,2,1,3,Travel,145.3
202201,19,5,2,2,3,Travel,174.25
202201,30,5,1,1,7,Travel,230.98
202201,30,5,1,2,7,Travel,3107.8
202201,30,5,2,1,7,Travel,75.95
202201,30,5,2,2,7,Travel,86.32
202201,30,2,1,1,7,Travel,77.29
202201,30,2,1,2,7,Travel,83.83
202201,30,2,2,1,7,Travel,75.98
202201,30,2,2,2,7,Travel,680.03
202201,30,3,1,1,7,Travel,897.77
202201,30,3,1,2,7,Travel,82.3
202201,30,3,2,1,7,Travel,60.13
202201,30,3,2,2,7,Travel,287.44
202201,3,5,1,1,3,Standard,11.03
202201,3,5,1,2,3,Standard,56.9
202201,3,5,2,1,3,Standard,131.38
202201,3,5,2,2,3,Standard,19.71
202201,3,4,1,1,3,Standard,150.28
202201,3,4,1,2,3,Standard,130.35
202201,3,4,2,1,3,Standard,189.71
202201,3,4,2,2,3,Standard,215.05
202201,3,1,1,1,3,Standard,51.24
202201,3,1,1,2,3,Standard,58.63
202201,3,1,2,1,3,Standard,172.44
202201,3,1,2,2,3,Standard,76.56
202201,3,2,1,1,3,Standard,485.08
202201,3,2,1,2,3,Standard,170.44
202201,3,2,2,1,3,Standard,1530.45
202201,3,2,2,2,3,Standard,436.98
202201,3,3,1,1,3,Standard,613.86
202201,3,3,1,2,3,Standard,191.4
202201,3,3,2,1,3,Standard,197.19
202201,3,3,2,2,3,Standard,1303.61
202201,92,2,1,1,8,Standard,93.49
202201,92,2,1,2,8,Standard,52.19
202201,92,2,2,1,8,Standard,239.05
202201,92,2,2,2,8,Standard,76.7
202201,92,5,1,1,8,Standard,206.26
202201,92,5,1,2,8,Standard,134.95
202201,92,5,2,1,8,Standard,155.3
202201,92,5,2,2,8,Standard,318.17
202201,14,4,1,1,7,Promo,71.37
202201,14,4,1,2,7,Promo,295.67
202201,14,4,2,1,7,Promo,269.67
202201,14,4,2,2,7,Promo,263.96
202201,14,1,1,1,7,Promo,124.52
202201,14,1,1,2,7,Promo,163.92
202201,14,1,2,1,7,Promo,435.55
202201,14,1,2,2,7,Promo,27.33
202201,91,3,1,1,8,Travel,403.14
202201,91,3,1,2,8,Travel,32.3
202201,91,3,2,1,8,Travel,981.88
202201,91,3,2,2,8,Travel,210.96
202201,91,2,1,1,8,Travel,224.8
202201,91,2,1,2,8,Travel,100.85
202201,91,2,2,1,8,Travel,311.36
202201,91,2,2,2,8,Travel,172.92
202201,67,1,1,1,1,Promo,411.5
202201,67,1,1,2,1,Promo,367.76
202201,67,1,2,1,1,Promo,304.2
202201,67,1,2,2,1,Promo,77.14
202201,67,2,1,1,1,Promo,402.46
202201,67,2,1,2,1,Promo,527.2
202201,67,2,2,1,1,Promo,70.87
202201,67,2,2,2,1,Promo,155.31
202201,67,3,1,1,1,Promo,1844.18
202201,67,3,1,2,1,Promo,67.19
202201,67,3,2,1,1,Promo,21.1
202201,67,3,2,2,1,Promo,858.16
202201,66,4,1,1,1,Promo,638.57
202201,66,4,1,2,1,Promo,94.34
202201,66,4,2,1,1,Promo,142.55
202201,66,4,2,2,1,Promo,37.54
202201,66,2,1,1,1,Promo,181.64
202201,66,2,1,2,1,Promo,661.43
202201,66,2,2,1,1,Promo,85.13
202201,66,2,2,2,1,Promo,467.7
202201,66,1,1,1,1,Promo,284.8
202201,66,1,1,2,1,Promo,326.59
202201,66,1,2,1,1,Promo,91.3
202201,66,1,2,2,1,Promo,106.67
202201,81,4,1,1,6,Travel,17.8
202201,81,4,1,2,6,Travel,82.71
202201,81,4,2,1,6,Travel,659.51
202201,81,4,2,2,6,Travel,53.52
202201,81,5,1,1,6,Travel,64.0
202201,81,5,1,2,6,Travel,351.97
202201,81,5,2,1,6,Travel,264.71
202201,81,5,2,2,6,Travel,373.59
202201,81,2,1,1,6,Travel,40.42
202201,81,2,1,2,6,Travel,3541.05
202201,81,2,2,1,6,Travel,37.96
202201,81,2,2,2,6,Travel,196.45
202201,81,1,1,1,6,Travel,134.95
202201,81,1,1,2,6,Travel,39.3
202201,81,1,2,1,6,Travel,104.7
202201,81,1,2,2,6,Travel,167.89
202201,81,3,1,1,6,Travel,74.84
202201,81,3,1,2,6,Travel,502.69
202201,81,3,2,1,6,Travel,134.47
202201,81,3,2,2,6,Travel,32.65
202201,119,3,1,1,8,Travel,81.99
202201,119,3,1,2,8,Travel,93.51
202201,119,3,2,1,8,Travel,33.23
202201,119,3,2,2,8,Travel,652.5
202201,119,4,1,1,8,Travel,28.54
202201,119,4,1,2,8,Travel,1726.24
202201,119,4,2,1,8,Travel,1721.06
202201,119,4,2,2,8,Travel,102.85
202201,101,4,1,1,4,Promo,481.79
202201,101,4,1,2,4,Promo,753.65
202201,101,4,2,1,4,Promo,222.5
202201,101,4,2,2,4,Promo,286.65
202201,101,1,1,1,4,Promo,77.52
202201,101,1,1,2,4,Promo,275.71
202201,101,1,2,1,4,Promo,198.47
202201,101,1,2,2,4,Promo,54.66
202201,101,3,1,1,4,Promo,160.53
202201,101,3,1,2,4,Promo,103.08
202201,101,3,2,1,4,Promo,78.56
202201,101,3,2,2,4,Promo,41.24
202201,101,5,1,1,4,Promo,175.97
202201,101,5,1,2,4,Promo,63.99
202201,101,5,2,1,4,Promo,92.76
202201,101,5,2,2,4,Promo,593.16
202201,101,2,1,1,4,Promo,348.57
202201,101,2,1,2,4,Promo,50.44
202201,101,2,2,1,4,Promo,249.03
202201,101,2,2,2,4,Promo,191.45
202201,56,1,1,1,6,Standard,1258.08
202201,56,1,1,2,6,Standard,858.41
202201,56,1,2,1,6,Standard,25.91
202201,56,1,2,2,6,Standard,458.82
202201,56,2,1,1,6,Standard,745.12
202201,56,2,1,2,6,Standard,319.43
202201,56,2,2,1,6,Standard,109.16
202201,56,2,2,2,6,Standard,2955.38
202201,56,4,1,1,6,Standard,356.74
202201,56,4,1,2,6,Standard,1749.64
202201,56,4,2,1,6,Standard,826.4
202201,56,4,2,2,6,Standard,284.94
202201,56,3,1,1,6,Standard,81.42
202201,56,3,1,2,6,Standard,158.6
202201,56,3,2,1,6,Standard,125.09
202201,56,3,2,2,6,Standard,38.01
202201,56,5,1,1,6,Standard,356.26
202201,56,5,1,2,6,Standard,1070.77
202201,56,5,2,1,6,Standard,114.13
202201,56,5,2,2,6,Standard,2190.09
202201,103,4,1,1,7,Promo,1213.34
202201,103,4,1,2,7,Promo,127.8
202201,103,4,2,1,7,Promo,130.59
202201,103,4,2,2,7,Promo,570.57
202201,103,1,1,1,7,Promo,299.62
202201,103,1,1,2,7,Promo,14.86
202201,103,1,2,1,7,Promo,59.34
202201,103,1,2,2,7,Promo,160.62
202201,103,5,1,1,7,Promo,31.55
202201,103,5,1,2,7,Promo,92.42
202201,103,5,2,1,7,Promo,32.51
202201,103,5,2,2,7,Promo,104.7
202201,103,2,1,1,7,Promo,109.0
202201,103,2,1,2,7,Promo,248.99
202201,103,2,2,1,7,Promo,146.23
202201,103,2,2,2,7,Promo,298.47
202201,103,3,1,1,7,Promo,258.67
202201,103,3,1,2,7,Promo,562.8
202201,103,3,2,1,7,Promo,465.84
202201,103,3,2,2,7,Promo,410.37
202201,83,3,1,1,1,Gift,3668.71
202201,83,3,1,2,1,Gift,267.73
202201,83,3,2,1,1,Gift,147.8
202201,83,3,2,2,1,Gift,104.33
202201,83,1,1,1,1,Gift,999.23
202201,83,1,1,2,1,Gift,1169.01
202201,83,1,2,1,1,Gift,335.31
202201,83,1,2,2,1,Gift,636.23
202201,83,2,1,1,1,Gift,35.26
202201,83,2,1,2,1,Gift,25.45
202201,83,2,2,1,1,Gift,728.44
202201,83,2,2,2,1,Gift,140.21
202201,83,5,1,1,1,Gift,401.21
202201,83,5,1,2,1,Gift,69.03
202201,83,5,2,1,1,Gift,1192.37
202201,83,5,2,2,1,Gift,25.71
202201,70,1,1,1,6,Travel,7.12
202201,70,1,1,2,6,Travel,257.13
202201,70,1,2,1,6,Travel,143.53
202201,70,1,2,2,6,Travel,67.5
202201,70,3,1,1,6,Travel,128.43
202201,70,3,1,2,6,Travel,59.04
202201,70,3,2,1,6,Travel,1039.0
202201,70,3,2,2,6,Travel,1423.26
202201,32,1,1,1,5,Gift,33.29
202201,32,1,1,2,5,Gift,591.68
202201,32,1,2,1,5,Gift,573.48
202201,32,1,2,2,5,Gift,114.55
202201,32,5,1,1,5,Gift,166.6
202201,32,5,1,2,5,Gift,145.88
202201,32,5,2,1,5,Gift,23.41
202201,32,5,2,2,5,Gift,1043.69
202201,88,1,1,1,7,Promo,179.02
202201,88,1,1,2,7,Promo,35.01
202201,88,1,2,1,7,Promo,539.6
202201,88,1,2,2,7,Promo,90.27
202201,88,4,1,1,7,Promo,25.21
202201,88,4,1,2,7,Promo,97.67
202201,88,4,2,1,7,Promo,988.53
202201,88,4,2,2,7,Promo,452.86
202201,88,5,1,1,7,Promo,107.44
202201,88,5,1,2,7,Promo,107.36
202201,88,5,2,1,7,Promo,110.98
202201,88,5,2,2,7,Promo,1973.19
202201,88,2,1,1,7,Promo,258.17
202201,88,2,1,2,7,Promo,273.52
202201,88,2,2,1,7,Promo,562.08
202201,88,2,2,2,7,Promo,217.43
202201,87,5,1,1,8,Travel,149.81
202201,87,5,1,2,8,Travel,156.12
202201,87,5,2,1,8,Travel,390.91
202201,87,5,2,2,8,Travel,173.75
202201,87,2,1,1,8,Travel,393.26
202201,87,2,1,2,8,Travel,148.18
202201,87,2,2,1,8,Travel,179.41
202201,87,2,2,2,8,Travel,14.84
202201,87,1,1,1,8,Travel,490.24
202201,87,1,1,2,8,Travel,247.42
202201,87,1,2,1,8,Travel,540.73
202201,87,1,2,2,8,Travel,5.05
202201,87,3,1,1,8,Travel,2000.91
202201,87,3,1,2,8,Travel,138.08
202201,87,3,2,1,8,Travel,617.16
202201,87,3,2,2,8,Travel,46.87
202201,48,1,1,1,1,Travel,77.23
202201,48,1,1,2,1,Travel,1623.19
202201,48,1,2,1,1,Travel,129.86
202201,48,1,2,2,1,Travel,211.92
202201,48,5,1,1,1,Travel,463.77
202201,48,5,1,2,1,Travel,295.93
202201,48,5,2,1,1,Travel,195.55
202201,48,5,2,2,1,Travel,252.97
202201,22,3,1,1,7,Travel,207.81
202201,22,3,1,2,7,Travel,575.99
202201,22,3,2,1,7,Travel,615.2
202201,22,3,2,2,7,Travel,678.41
202201,22,4,1,1,7,Travel,351.35
202201,22,4,1,2,7,Travel,41.42
202201,22,4,2,1,7,Travel,1159.13
202201,22,4,2,2,7,Travel,41.25
202201,22,1,1,1,7,Travel,234.74
202201,22,1,1,2,7,Travel,66.03
202201,22,1,2,1,7,Travel,151.16
202201,22,1,2,2,7,Travel,242.21
202201,22,5,1,1,7,Travel,240.07
202201,22,5,1,2,7,Travel,270.86
202201,22,5,2,1,7,Travel,1132.03
202201,22,5,2,2,7,Travel,281.34
202201,59,3,1,1,8,Gift,680.4
202201,59,3,1,2,8,Gift,37.42
202201,59,3,2,1,8,Gift,334.35
202201,59,3,2,2,8,Gift,378.69
202201,59,5,1,1,8,Gift,114.23
202201,59,5,1,2,8,Gift,850.78
202201,59,5,2,1,8,Gift,136.35
202201,59,5,2,2,8,Gift,189.81
202201,59,1,1,1,8,Gift,132.64
202201,59,1,1,2,8,Gift,166.34
202201,59,1,2,1,8,Gift,43.81
202201,59,1,2,2,8,Gift,29.0
202201,59,2,1,1,8,Gift,1106.23
202201,59,2,1,2,8,Gift,59.08
202201,59,2,2,1,8,Gift,49.68
202201,59,2,2,2,8,Gift,12.32
202201,59,4,1,1,8,Gift,75.83
202201,59,4,1,2,8,Gift,33.37
202201,59,4,2,1,8,Gift,1171.13
202201,59,4,2,2,8,Gift,548.45
202201,78,3,1,1,8,Gift,530.29
202201,78,3,1,2,8,Gift,110.55
202201,78,3,2,1,8,Gift,8.13
202201,78,3,2,2,8,Gift,2551.51
202201,78,1,1,1,8,Gift,30.81
202201,78,1,1,2,8,Gift,22.67
202201,78,1,2,1,8,Gift,556.91
202201,78,1,2,2,8,Gift,3050.35
202201,78,4,1,1,8,Gift,859.57
202201,78,4,1,2,8,Gift,321.18
202201,78,4,2,1,8,Gift,333.29
202201,78,4,2,2,8,Gift,454.6
202201,39,2,1,1,7,Promo,405.87
202201,39,2,1,2,7,Promo,228.78
202201,39,2,2,1,7,Promo,185.0
202201,39,2,2,2,7,Promo,151.44
202201,39,4,1,1,7,Promo,66.06
202201,39,4,1,2,7,Promo,116.57
202201,39,4,2,1,7,Promo,21.41
202201,39,4,2,2,7,Promo,145.08
202201,39,1,1,1,7,Promo,49.85
202201,39,1,1,2,7,Promo,43.42
202201,39,1,2,1,7,Promo,202.59
202201,39,1,2,2,7,Promo,867.58
202201,39,5,1,1,7,Promo,491.42
202201,39,5,1,2,7,Promo,24.8
202201,39,5,2,1,7,Promo,49.79
202201,39,5,2,2,7,Promo,504.84
202201,39,3,1,1,7,Promo,50.22
202201,39,3,1,2,7,Promo,124.68
202201,39,3,2,1,7,Promo,315.88
202201,39,3,2,2,7,Promo,51.08
202201,33,5,1,1,7,Standard,79.33
202201,33,5,1,2,7,Standard,239.62
202201,33,5,2,1,7,Standard,24.14
202201,33,5,2,2,7,Standard,276.96
202201,33,4,1,1,7,Standard,159.45
202201,33,4,1,2,7,Standard,316.81
202201,33,4,2,1,7,Standard,213.58
202201,33,4,2,2,7,Standard,839.06
202201,89,4,1,1,3,Gift,3465.35
202201,89,4,1,2,3,Gift,268.0
202201,89,4,2,1,3,Gift,327.16
202201,89,4,2,2,3,Gift,657.29
202201,89,1,1,1,3,Gift,93.67
202201,89,1,1,2,3,Gift,44.59
202201,89,1,2,1,3,Gift,201.77
202201,89,1,2,2,3,Gift,224.48
202201,89,3,1,1,3,Gift,23.42
202201,89,3,1,2,3,Gift,256.06
202201,89,3,2,1,3,Gift,589.42
202201,89,3,2,2,3,Gift,54.59
202201,89,2,1,1,3,Gift,275.33
202201,89,2,1,2,3,Gift,476.29
202201,89,2,2,1,3,Gift,330.08
202201,89,2,2,2,3,Gift,369.64
202201,99,4,1,1,2,Gift,95.46
202201,99,4,1,2,2,Gift,80.81
202201,99,4,2,1,2,Gift,148.26
202201,99,4,2,2,2,Gift,606.22
202201,99,5,1,1,2,Gift,33.82
202201,99,5,1,2,2,Gift,194.11
202201,99,5,2,1,2,Gift,45.57
202201,99,5,2,2,2,Gift,67.17
202201,99,3,1,1,2,Gift,319.19
202201,99,3,1,2,2,Gift,39.15
202201,99,3,2,1,2,Gift,394.02
202201,99,3,2,2,2,Gift,32.22
202201,44,3,1,1,2,Promo,363.47
202201,44,3,1,2,2,Promo,25.43
202201,44,3,2,1,2,Promo,77.78
202201,44,3,2,2,2,Promo,1589.39
202201,44,4,1,1,2,Promo,1268.47
202201,44,4,1,2,2,Promo,99.51
202201,44,4,2,1,2,Promo,260.67
202201,44,4,2,2,2,Promo,692.42
202201,49,5,1,1,5,Gift,43.57
202201,49,5,1,2,5,Gift,69.53
202201,49,5,2,1,5,Gift,80.76
202201,49,5,2,2,5,Gift,128.8
202201,49,1,1,1,5,Gift,65.66
202201,49,1,1,2,5,Gift,169.94
202201,49,1,2,1,5,Gift,77.41
202201,49,1,2,2,5,Gift,378.78
202201,49,3,1,1,5,Gift,562.61
202201,49,3,1,2,5,Gift,185.97
202201,49,3,2,1,5,Gift,284.42
202201,49,3,2,2,5,Gift,2072.97
202201,49,4,1,1,5,Gift,39.97
202201,49,4,1,2,5,Gift,37.16
202201,49,4,2,1,5,Gift,375.89
202201,49,4,2,2,5,Gift,1687.77
202201,24,1,1,1,4,Standard,183.28
202201,24,1,1,2,4,Standard,72.11
202201,24,1,2,1,4,Standard,49.72
202201,24,1,2,2,4,Standard,347.45
202201,24,4,1,1,4,Standard,54.45
202201,24,4,1,2,4,Standard,179.98
202201,24,4,2,1,4,Standard,1091.67
202201,24,4,2,2,4,Standard,112.98
202201,24,5,1,1,4,Standard,790.07
202201,24,5,1,2,4,Standard,38.01
202201,24,5,2,1,4,Standard,86.02
202201,24,5,2,2,4,Standard,30.17
202201,17,2,1,1,4,Gift,74.96
202201,17,2,1,2,4,Gift,226.64
202201,17,2,2,1,4,Gift,433.23
202201,17,2,2,2,4,Gift,71.65
202201,17,3,1,1,4,Gift,233.45
202201,17,3,1,2,4,Gift,543.28
202201,17,3,2,1,4,Gift,36.95
202201,17,3,2,2,4,Gift,168.2
202201,17,1,1,1,4,Gift,72.01
202201,17,1,1,2,4,Gift,39.88
202201,17,1,2,1,4,Gift,25.83
202201,17,1,2,2,4,Gift,39.12
202201,42,2,1,1,6,Standard,84.3
202201,42,2,1,2,6,Standard,433.18
202201,42,2,2,1,6,Standard,279.81
202201,42,2,2,2,6,Standard,86.38
202201,42,3,1,1,6,Standard,1240.09
202201,42,3,1,2,6,Standard,1582.81
202201,42,3,2,1,6,Standard,168.45
202201,42,3,2,2,6,Standard,8.44
202201,42,4,1,1,6,Standard,472.98
202201,42,4,1,2,6,Standard,10.41
202201,42,4,2,1,6,Standard,959.76
202201,42,4,2,2,6,Standard,599.21
202201,42,5,1,1,6,Standard,1372.47
202201,42,5,1,2,6,Standard,223.1
202201,42,5,2,1,6,Standard,105.81
202201,42,5,2,2,6,Standard,95.12
202201,34,2,1,1,3,Standard,310.79
202201,34,2,1,2,3,Standard,55.54
202201,34,2,2,1,3,Standard,168.87
202201,34,2,2,2,3,Standard,161.48
202201,34,4,1,1,3,Standard,600.87
202201,34,4,1,2,3,Standard,288.57
202201,34,4,2,1,3,Standard,158.42
202201,34,4,2,2,3,Standard,435.56
202201,34,5,1,1,3,Standard,865.72
202201,34,5,1,2,3,Standard,318.84
202201,34,5,2,1,3,Standard,165.3
202201,34,5,2,2,3,Standard,33.82
202201,105,4,1,1,3,Promo,78.56
202201,105,4,1,2,3,Promo,130.44
202201,105,4,2,1,3,Promo,174.74
202201,105,4,2,2,3,Promo,308.26
202201,105,3,1,1,3,Promo,150.01
202201,105,3,1,2,3,Promo,292.69
202201,105,3,2,1,3,Promo,176.39
202201,105,3,2,2,3,Promo,15.25
202201,18,4,1,1,5,Standard,22.37
202201,18,4,1,2,5,Standard,737.33
202201,18,4,2,1,5,Standard,644.26
202201,18,4,2,2,5,Standard,14.54
202201,18,5,1,1,5,Standard,83.11
202201,18,5,1,2,5,Standard,79.31
202201,18,5,2,1,5,Standard,1167.59
202201,18,5,2,2,5,Standard,144.92
202201,18,3,1,1,5,Standard,27.12
202201,18,3,1,2,5,Standard,470.52
202201,18,3,2,1,5,Standard,37.28
202201,18,3,2,2,5,Standard,119.45
202201,18,1,1,1,5,Standard,64.82
202201,18,1,1,2,5,Standard,83.33
202201,18,1,2,1,5,Standard,502.71
202201,18,1,2,2,5,Standard,1013.24
202201,7,2,1,1,7,Travel,25.9
202201,7,2,1,2,7,Travel,487.96
202201,7,2,2,1,7,Travel,297.3
202201,7,2,2,2,7,Travel,2544.6
202201,7,5,1,1,7,Travel,46.64
202201,7,5,1,2,7,Travel,127.05
202201,7,5,2,1,7,Travel,139.92
202201,7,5,2,2,7,Travel,535.15
202201,7,1,1,1,7,Travel,88.83
202201,7,1,1,2,7,Travel,40.05
202201,7,1,2,1,7,Travel,695.54
202201,7,1,2,2,7,Travel,111.65
202201,7,3,1,1,7,Travel,468.57
202201,7,3,1,2,7,Travel,407.46
202201,7,3,2,1,7,Travel,157.5
202201,7,3,2,2,7,Travel,132.44
202201,7,4,1,1,7,Travel,102.05
202201,7,4,1,2,7,Travel,160.31
202201,7,4,2,1,7,Travel,459.91
202201,7,4,2,2,7,Travel,62.78
202201,112,5,1,1,1,Standard,49.52
202201,112,5,1,2,1,Standard,157.3
202201,112,5,2,1,1,Standard,15.54
202201,112,5,2,2,1,Standard,1935.23
202201,112,1,1,1,1,Standard,39.0
202201,112,1,1,2,1,Standard,155.59
202201,112,1,2,1,1,Standard,663.26
202201,112,1,2,2,1,Standard,57.96
202201,100,5,1,1,4,Standard,112.93
202201,100,5,1,2,4,Standard,559.31
202201,100,5,2,1,4,Standard,231.61
202201,100,5,2,2,4,Standard,67.93
202201,100,2,1,1,4,Standard,128.76
202201,100,2,1,2,4,Standard,103.5
202201,100,2,2,1,4,Standard,146.96
202201,100,2,2,2,4,Standard,196.09
202201,75,2,1,1,3,Promo,397.75
202201,75,2,1,2,3,Promo,233.8
202201,75,2,2,1,3,Promo,778.52
202201,75,2,2,2,3,Promo,1063.29
202201,75,1,1,1,3,Promo,169.65
202201,75,1,1,2,3,Promo,66.1
202201,75,1,2,1,3,Promo,283.52
202201,75,1,2,2,3,Promo,72.39
202201,75,3,1,1,3,Promo,1828.73
202201,75,3,1,2,3,Promo,192.32
202201,75,3,2,1,3,Promo,105.31
202201,75,3,2,2,3,Promo,203.76
202201,75,4,1,1,3,Promo,32.42
202201,75,4,1,2,3,Promo,50.88
202201,75,4,2,1,3,Promo,689.39
202201,75,4,2,2,3,Promo,74.22
202201,65,2,1,1,6,Gift,726.44
202201,65,2,1,2,6,Gift,11.61
202201,65,2,2,1,6,Gift,62.66
202201,65,2,2,2,6,Gift,137.23
202201,65,1,1,1,6,Gift,509.55
202201,65,1,1,2,6,Gift,170.23
202201,65,1,2,1,6,Gift,71.88
